○ 범죄의 발생 검거상황(총괄) [],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
도로교통법(음주측정거부),발생비[건/10만명],건/10만명,5,5,5,5.4,5.7,5.2,5.6,6.3,7.6,6.8,6.1
도로교통법(음주측정거부),검거건수[건],건,2416,2566,2578,2791,2933,2678,2897,3226,3896,3470,3083
도로교통법(음주측정거부),발생건수대비 검거건수[%],%,99.8,99.7,99.4,99.5,99.6,99.5,99,99.5,99.3,99.4,99.2
도로교통법(음주측정거부),검거인원[명],명,2414,2564,2576,2763,2913,2641,3050,3284,3922,3498,3090
도로교통법(음주측정거부),남자검거인원[명],명,2260,2391,2362,2503,2633,2391,2752,2944,3488,3094,2719
도로교통법(음주측정거부),여자검거인원[명],명,154,172,214,260,280,250,298,340,433,404,370
도로교통법(음주측정거부),미상검거인원[명],명,-,1,-,,-,-,-,-,1,-,1
도로교통법(음주측정거부),법인[개],개,-,-,-,,-,-,-,-,-,-,-
도로법,발생건수[건],건,1082,1334,2059,2195,2056,2131,2117,4306,7339,7521,7169
도로법,발생비[건/10만명],건/10만명,2,2.6,4,4.2,4,4.1,4.1,8.3,14.3,14.7,14
도로법,검거건수[건],건,1040,1326,2009,2139,2007,2082,2066,4058,6506,7395,7063
도로법,발생건수대비 검거건수[%],%,96.1,99.4,97.6,97.4,97.6,97.7,97.6,94.2,88.6,98.3,98.5
도로법,검거인원[명],명,1362,1525,2361,2523,2336,2453,2341,4414,7190,7780,7954
도로법,남자검거인원[명],명,1103,1211,2087,2273,2174,2272,2198,4228,7009,7529,7181
도로법,여자검거인원[명],명,254,300,215,177,154,165,124,158,145,204,207
도로법,미상검거인원[명],명,5,14,59,73,8,16,19,28,36,47,566
도로법,법인[개],개,1162,935,533,526,490,692,723,1349,2152,2306,1382
도시 및 주거환경정비법,발생건수[건],건,351,301,382,366,417,513,471,497,501,456,455
도시 및 주거환경정비법,발생비[건/10만명],건/10만명,1,0.6,0.7,0.7,0.8,1,0.9,1,1,0.9,0.9
도시 및 주거환경정비법,검거건수[건],건,321,275,355,332,398,471,432,441,385,425,450
도시 및 주거환경정비법,발생건수대비 검거건수[%],%,91.5,91.4,92.9,90.7,95.4,91.8,91.7,88.7,76.8,93.2,98.9
도시 및 주거환경정비법,검거인원[명],명,855,592,722,874,1194,1203,895,805,845,921,804
도시 및 주거환경정비법,남자검거인원[명],명,620,446,559,571,739,701,655,590,571,636,560
도시 및 주거환경정비법,여자검거인원[명],명,125,115,114,229,417,387,170,177,186,212,184
도시 및 주거환경정비법,미상검거인원[명],명,110,31,49,74,38,115,70,38,88,73,60
도시 및 주거환경정비법,법인[개],개,27,21,21,16,32,43,44,38,40,51,17
독점규제 및 공정거래에 관한법률,발생건수[건],건,52,34,21,39,77,51,35,38,32,27,17
독점규제 및 공정거래에 관한법률,발생비[건/10만명],건/10만명,-,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
독점규제 및 공정거래에 관한법률,검거건수[건],건,40,33,18,33,60,33,32,26,28,22,17
독점규제 및 공정거래에 관한법률,발생건수대비 검거건수[%],%,76.9,97.1,85.7,84.6,77.9,64.7,91.4,68.4,87.5,81.5,100
독점규제 및 공정거래에 관한법률,검거인원[명],명,77,58,13,34,121,83,42,54,64,30,16
독점규제 및 공정거래에 관한법률,남자검거인원[명],명,46,46,4,30,79,63,36,40,55,22,16
독점규제 및 공정거래에 관한법률,여자검거인원[명],명,2,5,1,1,7,8,3,9,4,4,-
독점규제 및 공정거래에 관한법률,미상검거인원[명],명,29,7,8,3,35,12,3,5,5,4,-
독점규제 및 공정거래에 관한법률,법인[개],개,96,61,58,60,134,33,45,29,22,36,15
디자인보호법,발생건수[건],건,322,227,182,213,243,303,460,188,170,96,158
디자인보호법,발생비[건/10만명],건/10만명,1,0.4,0.4,0.4,0.5,0.6,0.9,0.4,0.3,0.2,0.3
디자인보호법,검거건수[건],건,242,182,151,169,199,269,369,154,123,100,125
디자인보호법,발생건수대비 검거건수[%],%,75.2,80.2,83,79.3,81.9,88.8,80.2,81.9,72.4,104.2,79.1
디자인보호법,검거인원[명],명,402,334,250,354,337,384,558,226,175,125,168
디자인보호법,남자검거인원[명],명,272,246,195,217,241,249,383,160,103,100,100
디자인보호법,여자검거인원[명],명,83,68,33,72,84,124,159,62,68,19,50
디자인보호법,미상검거인원[명],명,47,20,22,65,12,11,16,4,4,6,18
디자인보호법,법인[개],개,62,39,55,73,136,67,38,39,39,27,54
마약류관리에 관한법률(대마),발생건수[건],건,778,923,843,1087,944,1566,1790,1682,1984,2178,1741
마약류관리에 관한법률(대마),발생비[건/10만명],건/10만명,2,1.8,1.6,2.1,1.8,3,3.5,3.3,3.9,4.2,3.4
마약류관리에 관한법률(대마),검거건수[건],건,758,854,806,1058,903,1488,1672,1566,1846,2050,1634
마약류관리에 관한법률(대마),발생건수대비 검거건수[%],%,97.4,92.5,95.6,97.3,95.7,95,93.4,93.1,93,94.1,93.9
마약류관리에 관한법률(대마),검거인원[명],명,909,933,1056,1315,1189,1963,2340,2264,2447,2382,1786
마약류관리에 관한법률(대마),남자검거인원[명],명,809,830,928,1132,1035,1674,2015,1944,2037,1953,1521
마약류관리에 관한법률(대마),여자검거인원[명],명,99,97,127,181,143,282,309,314,372,400,258
마약류관리에 관한법률(대마),미상검거인원[명],명,1,6,1,2,11,7,16,6,38,29,7
마약류관리에 관한법률(대마),법인[개],개,-,-,1,1,2,2,-,-,4,1,6
마약류관리에 관한법률(마약),발생건수[건],건,606,1100,1215,1305,1283,1437,1899,1338,2086,3764,1971
마약류관리에 관한법률(마약),발생비[건/10만명],건/10만명,1,2.1,2.4,2.5,2.5,2.8,3.7,2.6,4.1,7.3,3.8
마약류관리에 관한법률(마약),검거건수[건],건,592,1086,1213,1287,1265,1412,1867,1298,2017,3709,1915
마약류관리에 관한법률(마약),발생건수대비 검거건수[%],%,97.7,98.7,99.8,98.6,98.6,98.3,98.3,97,96.7,98.5,97.2
마약류관리에 관한법률(마약),검거인원[명],명,622,1047,1305,1346,1349,1494,2000,1454,2115,3821,1876
마약류관리에 관한법률(마약),남자검거인원[명],명,307,445,572,600,596,671,891,728,934,1582,845
마약류관리에 관한법률(마약),여자검거인원[명],명,310,599,731,739,751,818,1096,711,1174,2225,1021
마약류관리에 관한법률(마약),미상검거인원[명],명,5,3,2,7,2,5,13,15,7,14,10
마약류관리에 관한법률(마약),법인[개],개,2,3,4,2,4,7,5,8,5,7,8
마약류관리에 관한법률(향정),발생건수[건],건,4700,6350,6742,6798,5592,6289,6916,6039,7752,11169,9484
마약류관리에 관한법률(향정),발생비[건/10만명],건/10만명,9,12.3,13,13.1,10.8,12.1,13.3,11.7,15.1,21.8,18.5
마약류관리에 관한법률(향정),검거건수[건],건,4336,5917,6414,6510,5256,5896,6514,5616,7334,10601,8902
마약류관리에 관한법률(향정),발생건수대비 검거건수[%],%,92.3,93.2,95.1,95.8,94,93.8,94.2,93,94.6,94.9,93.9
마약류관리에 관한법률(향정),검거인원[명],명,5351,6896,7628,7700,6465,7789,8933,7550,8860,13433,11500
마약류관리에 관한법률(향정),남자검거인원[명],명,4647,5732,6190,6263,5150,6155,6662,5652,6429,9404,8398
마약류관리에 관한법률(향정),여자검거인원[명],명,691,1147,1419,1418,1300,1611,2213,1854,2368,3987,3068
마약류관리에 관한법률(향정),미상검거인원[명],명,13,17,19,19,15,23,58,44,63,42,34
마약류관리에 관한법률(향정),법인[개],개,10,2,10,14,3,5,10,9,12,11,8
물환경보전법,발생건수[건],건,1005,937,944,1842,1844,789,668,601,593,590,499
물환경보전법,발생비[건/10만명],건/10만명,2,1.8,1.8,3.6,3.6,1.5,1.3,1.2,1.2,1.1,1
물환경보전법,검거건수[건],건,1011,922,933,1834,1846,778,657,599,585,582,493
물환경보전법,발생건수대비 검거건수[%],%,100.6,98.4,98.8,99.6,100.1,98.6,98.4,99.7,98.7,98.6,98.8
물환경보전법,검거인원[명],명,1106,1031,1095,1039,885,849,676,621,622,626,564
물환경보전법,남자검거인원[명],명,1023,958,985,936,801,783,615,572,579,570,489
물환경보전법,여자검거인원[명],명,69,71,67,79,74,65,57,47,39,54,32
물환경보전법,미상검거인원[명],명,14,2,43,24,10,1,4,2,4,2,43
물환경보전법,법인[개],개,529,487,480,484,422,429,347,303,297,279,170
배타적경제수역에서의 외국인어업등에 관한법률,발생건수[건],건,244,416,358,287,192,149,79,95,50,118,117
배타적경제수역에서의 외국인어업등에 관한법률,발생비[건/10만명],건/10만명,-,0.8,0.7,0.6,0.4,0.3,0.2,0.2,0.1,0.2,0.2
배타적경제수역에서의 외국인어업등에 관한법률,검거건수[건],건,244,415,358,286,191,149,79,96,49,118,117
배타적경제수역에서의 외국인어업등에 관한법률,발생건수대비 검거건수[%],%,100,99.8,100,99.7,99.5,100,100,101.1,98,100,100
배타적경제수역에서의 외국인어업등에 관한법률,검거인원[명],명,350,564,508,348,233,189,97,102,55,75,101
배타적경제수역에서의 외국인어업등에 관한법률,남자검거인원[명],명,346,563,507,346,233,187,96,101,55,75,101
배타적경제수역에서의 외국인어업등에 관한법률,여자검거인원[명],명,1,1,-,,-,-,-,-,-,-,-
배타적경제수역에서의 외국인어업등에 관한법률,미상검거인원[명],명,3,-,1,2,-,2,1,1,-,-,-
배타적경제수역에서의 외국인어업등에 관한법률,법인[개],개,-,-,1,,-,-,-,-,-,-,-
범죄수익은닉의 규제 및 처벌등에 관한법률,발생건수[건],건,204,297,240,263,355,311,296,284,744,870,693
범죄수익은닉의 규제 및 처벌등에 관한법률,발생비[건/10만명],건/10만명,-,0.6,0.5,0.5,0.7,0.6,0.6,0.5,1.4,1.7,1.4
범죄수익은닉의 규제 및 처벌등에 관한법률,검거건수[건],건,191,276,227,245,329,301,279,250,698,823,662
범죄수익은닉의 규제 및 처벌등에 관한법률,발생건수대비 검거건수[%],%,93.6,92.9,94.6,93.2,92.7,96.8,94.3,88,93.8,94.6,95.5
범죄수익은닉의 규제 및 처벌등에 관한법률,검거인원[명],명,243,292,358,288,409,318,340,257,689,890,866
범죄수익은닉의 규제 및 처벌등에 관한법률,남자검거인원[명],명,182,229,261,223,335,261,278,186,495,674,764
범죄수익은닉의 규제 및 처벌등에 관한법률,여자검거인원[명],명,55,56,89,60,68,54,58,69,187,209,101
범죄수익은닉의 규제 및 처벌등에 관한법률,미상검거인원[명],명,6,7,8,5,6,3,4,2,7,7,1
범죄수익은닉의 규제 및 처벌등에 관한법률,법인[개],개,11,9,16,17,3,1,2,3,7,7,25
변호사법,발생건수[건],건,791,945,868,886,716,560,459,363,363,338,325
변호사법,발생비[건/10만명],건/10만명,2,1.8,1.7,1.7,1.4,1.1,0.9,0.7,0.7,0.7,0.6
변호사법,검거건수[건],건,580,847,752,753,604,469,359,274,285,300,297
변호사법,발생건수대비 검거건수[%],%,73.3,89.6,86.6,85,84.4,83.8,78.2,75.5,78.5,88.8,91.4
변호사법,검거인원[명],명,921,1243,1206,1048,908,708,586,403,445,427,386
변호사법,남자검거인원[명],명,796,1083,1027,904,782,601,516,367,393,372,335
변호사법,여자검거인원[명],명,81,114,116,112,98,85,49,26,45,42,45
변호사법,미상검거인원[명],명,44,46,63,32,28,22,21,10,7,13,6
변호사법,법인[개],개,9,3,7,3,1,2,9,6,3,2,2
병역법,발생건수[건],건,7361,6218,6375,7317,6941,6331,2063,1604,3652,5526,5287
병역법,발생비[건/10만명],건/10만명,14,12.1,12.3,14.1,13.4,12.2,4,3.1,7.1,10.8,10.3
병역법,검거건수[건],건,6429,5980,5889,6846,6414,5876,1487,1124,3015,4827,4603
병역법,발생건수대비 검거건수[%],%,87.3,96.2,92.4,93.6,92.4,92.8,72.1,70.1,82.6,87.4,87.1
병역법,검거인원[명],명,6643,6222,6127,7061,6670,6091,1664,1150,3075,4866,4597
병역법,남자검거인원[명],명,6515,6139,6010,6899,6488,5939,1654,1144,3042,4801,4547
병역법,여자검거인원[명],명,126,83,116,161,181,151,10,2,25,62,42
병역법,미상검거인원[명],명,2,-,1,1,1,1,-,4,8,3,8
병역법,법인[개],개,3,7,4,5,9,7,8,15,12,15,5
보조금관리에 관한법률,발생건수[건],건,676,1109,527,702,358,1156,1066,671,1155,542,437
보조금관리에 관한법률,발생비[건/10만명],건/10만명,1,2.2,1,1.4,0.7,2.2,2.1,1.3,2.2,1.1,0.9
보조금관리에 관한법률,검거건수[건],건,594,1084,518,690,349,1131,1034,638,1120,534,384
보조금관리에 관한법률,발생건수대비 검거건수[%],%,87.9,97.7,98.3,98.3,97.5,97.8,97,95.1,97,98.5,87.9
보조금관리에 관한법률,검거인원[명],명,1550,2243,1516,1692,737,3461,2756,1118,1155,1749,1013
보조금관리에 관한법률,남자검거인원[명],명,938,1458,1157,1301,561,2698,1963,772,840,1246,670
보조금관리에 관한법률,여자검거인원[명],명,601,775,340,372,170,761,768,336,301,493,296
보조금관리에 관한법률,미상검거인원[명],명,11,10,19,19,6,2,25,10,14,10,47
보조금관리에 관한법률,법인[개],개,117,99,146,93,62,401,277,119,164,193,75
부동산실권리자 명의등기에 관한법률,발생건수[건],건,518,462,489,456,486,417,475,413,382,369,327
부동산실권리자 명의등기에 관한법률,발생비[건/10만명],건/10만명,1,0.9,0.9,0.9,0.9,0.8,0.9,0.8,0.7,0.7,0.6
부동산실권리자 명의등기에 관한법률,검거건수[건],건,438,411,426,399,433,359,409,338,314,354,322
부동산실권리자 명의등기에 관한법률,발생건수대비 검거건수[%],%,84.6,89,87.1,87.5,89.1,86.1,86.1,81.8,82.2,95.9,98.5
부동산실권리자 명의등기에 관한법률,검거인원[명],명,1059,994,1492,1185,1042,955,1045,1001,956,902,742
부동산실권리자 명의등기에 관한법률,남자검거인원[명],명,697,649,953,738,617,571,644,614,624,578,464
부동산실권리자 명의등기에 관한법률,여자검거인원[명],명,347,330,524,409,409,374,385,367,323,316,254
부동산실권리자 명의등기에 관한법률,미상검거인원[명],명,15,15,15,38,16,10,16,20,9,8,24
부동산실권리자 명의등기에 관한법률,법인[개],개,36,32,41,42,55,35,58,46,59,69,25
부정경쟁방지 및 영업비밀 보호에 관한법률,발생건수[건],건,525,491,563,480,625,560,674,487,612,599,740
부정경쟁방지 및 영업비밀 보호에 관한법률,발생비[건/10만명],건/10만명,1,1,1.1,0.9,1.2,1.1,1.3,0.9,1.2,1.2,1.4
부정경쟁방지 및 영업비밀 보호에 관한법률,검거건수[건],건,462,447,504,401,540,487,592,387,473,537,645
부정경쟁방지 및 영업비밀 보호에 관한법률,발생건수대비 검거건수[%],%,88,91,89.5,83.5,86.4,87,87.8,79.5,77.3,89.6,87.2
부정경쟁방지 및 영업비밀 보호에 관한법률,검거인원[명],명,1000,977,1112,921,1128,1012,1211,775,907,866,983
부정경쟁방지 및 영업비밀 보호에 관한법률,남자검거인원[명],명,844,832,896,743,830,809,966,610,757,656,737
부정경쟁방지 및 영업비밀 보호에 관한법률,여자검거인원[명],명,134,117,164,125,243,168,221,152,130,180,208
부정경쟁방지 및 영업비밀 보호에 관한법률,미상검거인원[명],명,22,28,52,53,55,35,24,13,20,30,38
부정경쟁방지 및 영업비밀 보호에 관한법률,법인[개],개,136,115,143,136,163,204,215,113,144,140,118
부정수표단속법,발생건수[건],건,4283,3175,2299,1946,1781,1603,850,669,563,530,473
부정수표단속법,발생비[건/10만명],건/10만명,8,6.2,4.4,3.8,3.4,3.1,1.6,1.3,1.1,1,0.9
부정수표단속법,검거건수[건],건,2910,2430,1609,1339,1279,1032,575,349,298,431,398
부정수표단속법,발생건수대비 검거건수[%],%,67.9,76.5,70,68.8,71.8,64.4,67.6,52.2,52.9,81.3,84.1
부정수표단속법,검거인원[명],명,2258,1810,1457,1178,1077,1053,663,390,382,457,351
부정수표단속법,남자검거인원[명],명,1851,1438,1195,972,909,872,566,314,324,402,297
부정수표단속법,여자검거인원[명],명,375,356,226,186,161,169,87,70,52,47,47
부정수표단속법,미상검거인원[명],명,32,16,36,20,7,12,10,6,6,8,7
부정수표단속법,법인[개],개,45,32,21,41,26,34,38,11,12,29,17
사행행위 등 규제 및 처벌특례법,발생건수[건],건,1249,1008,798,442,305,261,263,182,172,93,82
사행행위 등 규제 및 처벌특례법,발생비[건/10만명],건/10만명,2,2,1.5,0.9,0.6,0.5,0.5,0.4,0.3,0.2,0.2
사행행위 등 규제 및 처벌특례법,검거건수[건],건,1245,974,780,430,301,255,252,179,166,93,81
사행행위 등 규제 및 처벌특례법,발생건수대비 검거건수[%],%,99.7,96.6,97.7,97.3,98.7,97.7,95.8,98.4,96.5,100,98.8
사행행위 등 규제 및 처벌특례법,검거인원[명],명,1966,1600,1134,590,412,382,433,324,257,131,115
사행행위 등 규제 및 처벌특례법,남자검거인원[명],명,1749,1421,1000,537,373,333,365,253,188,95,87
사행행위 등 규제 및 처벌특례법,여자검거인원[명],명,215,168,127,53,38,47,67,70,69,36,28
사행행위 등 규제 및 처벌특례법,미상검거인원[명],명,2,11,7,,1,2,1,1,-,-,-
사행행위 등 규제 및 처벌특례법,법인[개],개,-,1,-,,-,-,-,-,-,-,1
산림자원의 조성 및 관리에 관한법률,발생건수[건],건,820,1030,911,856,732,837,880,736,640,618,558
산림자원의 조성 및 관리에 관한법률,발생비[건/10만명],건/10만명,2,2,1.8,1.7,1.4,1.6,1.7,1.4,1.2,1.2,1.1
산림자원의 조성 및 관리에 관한법률,검거건수[건],건,774,964,858,818,665,749,801,680,578,565,519
산림자원의 조성 및 관리에 관한법률,발생건수대비 검거건수[%],%,94.4,93.6,94.2,95.6,90.8,89.5,91,92.4,90.3,91.4,93
산림자원의 조성 및 관리에 관한법률,검거인원[명],명,910,1109,1013,952,770,899,928,844,657,618,601
산림자원의 조성 및 관리에 관한법률,남자검거인원[명],명,835,1032,904,849,691,790,830,732,573,550,523
산림자원의 조성 및 관리에 관한법률,여자검거인원[명],명,70,68,104,96,78,100,86,82,64,60,75
산림자원의 조성 및 관리에 관한법률,미상검거인원[명],명,5,9,5,7,1,9,12,30,20,8,3
산림자원의 조성 및 관리에 관한법률,법인[개],개,22,31,19,44,15,13,7,16,5,17,14
